age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income
37.0,private,416720.25,masters,14.0,never-married,exec-managerial,not-in-family,black,female,40.0,united-states,>50k
19.0,state-gov,261422.0,some-college,10.0,never-married,prof-specialty,own-child,white,male,40.0,united-states,<=50k
67.0,private,63552.0,7th-8th,4.5,widowed,craft-repair,not-in-family,white,female,35.0,united-states,<=50k
66.0,self-emp-not-inc,167687.0,hs-grad,9.0,married-civ-spouse,farming-fishing,husband,white,male,50.0,united-states,<=50k
47.0,private,199058.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,52.5,united-states,>50k
51.0,private,123053.0,masters,14.0,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,40.0,india,<=50k
33.0,private,206512.0,some-college,10.0,divorced,prof-specialty,not-in-family,white,male,40.0,united-states,<=50k
24.0,private,197666.0,bachelors,13.0,never-married,exec-managerial,not-in-family,white,female,40.0,united-states,<=50k
41.0,local-gov,183009.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,black,male,40.0,united-states,>50k
54.0,self-emp-not-inc,82551.0,assoc-voc,11.0,married-civ-spouse,craft-repair,other-relative,white,female,32.5,united-states,<=50k
60.0,private,226949.0,hs-grad,9.0,divorced,adm-clerical,unmarried,white,female,37.0,united-states,<=50k
21.0,private,152246.0,some-college,10.0,never-married,handlers-cleaners,own-child,asian-pac-islander,male,40.0,philippines,<=50k
41.0,private,115562.0,hs-grad,9.0,divorced,protective-serv,own-child,white,male,40.0,united-states,<=50k
38.0,private,252250.0,11th,7.0,divorced,machine-op-inspct,not-in-family,white,male,52.5,united-states,<=50k
36.0,private,221650.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,40.0,japan,<=50k
17.0,private,232900.0,11th,7.0,never-married,handlers-cleaners,own-child,white,male,32.5,united-states,<=50k
28.0,local-gov,283227.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,52.5,united-states,<=50k
51.0,private,120270.0,assoc-voc,11.0,married-civ-spouse,sales,husband,white,male,40.0,united-states,>50k
41.0,local-gov,416720.25,some-college,10.0,married-civ-spouse,handlers-cleaners,husband,white,male,40.0,united-states,<=50k
34.0,private,304030.0,hs-grad,9.0,married-civ-spouse,adm-clerical,husband,black,male,40.0,united-states,<=50k
59.0,federal-gov,43280.0,some-college,10.0,never-married,exec-managerial,own-child,black,female,40.0,united-states,<=50k
80.5,self-emp-not-inc,210164.0,hs-grad,9.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,>50k
29.0,federal-gov,182344.0,hs-grad,9.0,married-spouse-absent,other-service,unmarried,black,male,40.0,united-states,<=50k
30.0,federal-gov,355789.0,hs-grad,9.0,never-married,adm-clerical,not-in-family,black,female,50.0,united-states,<=50k
56.0,self-emp-not-inc,95763.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,52.5,united-states,<=50k
28.0,private,167094.0,10th,6.0,divorced,craft-repair,not-in-family,white,male,50.0,united-states,<=50k
48.0,private,138970.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,45.0,united-states,>50k
48.0,private,107682.0,hs-grad,9.0,widowed,machine-op-inspct,not-in-family,white,female,32.5,united-states,<=50k
21.0,private,203055.0,some-college,10.0,never-married,machine-op-inspct,unmarried,white,male,40.0,united-states,<=50k
37.0,private,305259.0,assoc-acdm,10.0,divorced,exec-managerial,not-in-family,white,female,48.0,united-states,<=50k
20.0,private,238685.0,some-college,10.0,never-married,other-service,not-in-family,white,female,32.5,united-states,<=50k
32.0,private,217304.0,bachelors,13.0,never-married,protective-serv,not-in-family,black,male,32.5,united-states,<=50k
65.0,private,113323.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,>50k
40.0,local-gov,197012.0,bachelors,13.0,divorced,craft-repair,not-in-family,white,female,40.0,england,>50k
47.0,private,102569.0,bachelors,13.0,married-civ-spouse,adm-clerical,husband,white,male,40.0,united-states,>50k
42.0,private,76280.0,hs-grad,9.0,married-civ-spouse,craft-repair,wife,white,female,40.0,united-states,<=50k
49.0,self-emp-inc,143482.0,some-college,10.0,married-civ-spouse,craft-repair,wife,white,female,52.5,united-states,>50k
37.0,state-gov,166744.0,hs-grad,9.0,married-spouse-absent,other-service,unmarried,white,female,32.5,united-states,<=50k
18.0,private,236069.0,10th,6.0,never-married,other-service,own-child,black,male,32.5,united-states,<=50k
80.5,private,313986.0,11th,7.0,never-married,handlers-cleaners,own-child,white,male,40.0,united-states,<=50k
19.0,private,127709.0,hs-grad,9.0,never-married,farming-fishing,own-child,black,male,32.5,united-states,<=50k
32.0,private,153588.0,hs-grad,9.0,divorced,craft-repair,not-in-family,white,male,40.0,united-states,<=50k
23.0,private,65038.0,hs-grad,9.0,never-married,sales,own-child,white,male,40.0,united-states,<=50k
80.5,state-gov,271243.0,some-college,10.0,divorced,adm-clerical,unmarried,black,male,40.0,jamaica,<=50k
38.0,self-emp-not-inc,175732.0,hs-grad,9.0,never-married,craft-repair,not-in-family,amer-indian-eskimo,male,32.5,united-states,<=50k
48.0,self-emp-not-inc,324173.0,assoc-voc,11.0,divorced,exec-managerial,not-in-family,white,female,50.0,united-states,<=50k
37.0,private,341672.0,bachelors,13.0,separated,tech-support,not-in-family,asian-pac-islander,male,40.0,philippines,<=50k
23.0,private,416720.25,hs-grad,9.0,never-married,exec-managerial,not-in-family,black,male,45.0,united-states,<=50k
80.5,private,211022.0,assoc-voc,11.0,divorced,prof-specialty,not-in-family,white,male,40.0,united-states,>50k
23.0,private,238917.0,7th-8th,4.5,never-married,craft-repair,other-relative,white,male,36.0,united-states,<=50k
52.0,private,159755.0,assoc-voc,11.0,married-civ-spouse,craft-repair,husband,white,male,50.0,united-states,>50k
49.0,private,178749.0,masters,14.0,married-spouse-absent,adm-clerical,unmarried,white,female,40.0,united-states,<=50k
51.0,private,160703.0,12th,8.0,married-civ-spouse,craft-repair,husband,white,male,45.0,united-states,<=50k
72.0,private,177769.0,10th,6.0,married-civ-spouse,sales,husband,white,male,32.5,united-states,<=50k
49.0,self-emp-not-inc,48495.0,hs-grad,9.0,married-civ-spouse,exec-managerial,husband,white,male,45.0,united-states,<=50k
35.0,self-emp-inc,111319.0,assoc-acdm,12.0,married-civ-spouse,sales,husband,white,male,45.0,united-states,>50k
18.0,private,165532.0,some-college,10.0,never-married,sales,own-child,white,male,32.5,united-states,<=50k
25.0,private,361307.0,bachelors,10.0,never-married,sales,own-child,white,female,40.0,united-states,<=50k
30.0,private,162623.0,bachelors,13.0,never-married,craft-repair,not-in-family,white,female,40.0,united-states,<=50k
26.0,private,107827.0,hs-grad,9.0,never-married,other-service,unmarried,white,male,32.5,united-states,<=50k
37.0,private,270059.0,some-college,10.0,divorced,adm-clerical,unmarried,white,female,32.5,united-states,>50k
45.0,private,213140.0,10th,6.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,<=50k
20.0,private,119156.0,some-college,10.0,never-married,craft-repair,own-child,white,male,32.5,united-states,<=50k
63.0,self-emp-not-inc,289741.0,masters,14.0,married-civ-spouse,farming-fishing,husband,white,male,50.0,united-states,<=50k
37.0,private,330826.0,assoc-voc,11.0,married-civ-spouse,prof-specialty,wife,white,female,32.5,united-states,<=50k
23.0,private,289982.0,hs-grad,9.0,never-married,sales,not-in-family,white,female,40.0,united-states,<=50k
80.5,private,249072.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,52.5,united-states,<=50k
80.5,private,60331.0,hs-grad,9.0,never-married,machine-op-inspct,own-child,white,male,40.0,united-states,<=50k
25.0,private,64671.0,hs-grad,9.0,divorced,handlers-cleaners,own-child,asian-pac-islander,female,40.0,philippines,<=50k
38.0,private,28887.0,11th,7.0,married-civ-spouse,sales,husband,white,male,50.0,united-states,<=50k
43.0,private,188786.0,some-college,10.0,divorced,transport-moving,not-in-family,white,male,45.0,united-states,<=50k
28.0,private,232782.0,some-college,10.0,never-married,adm-clerical,not-in-family,white,female,40.0,united-states,<=50k
25.0,private,247025.0,bachelors,13.0,never-married,sales,not-in-family,white,male,48.0,united-states,<=50k
30.0,private,231826.0,some-college,10.0,married-civ-spouse,sales,husband,white,male,40.0,united-states,>50k
25.0,private,168403.0,bachelors,13.0,never-married,prof-specialty,not-in-family,white,male,40.0,united-states,<=50k
43.0,self-emp-inc,33729.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,45.0,united-states,>50k
37.0,self-emp-not-inc,181553.0,hs-grad,9.0,divorced,craft-repair,not-in-family,white,male,50.0,united-states,<=50k
37.0,federal-gov,416720.25,hs-grad,10.0,never-married,exec-managerial,unmarried,black,female,40.0,united-states,<=50k
52.0,private,152234.0,hs-grad,9.0,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,40.0,japan,>50k
80.5,private,184303.0,some-college,10.0,separated,priv-house-serv,other-relative,white,female,32.5,el-salvador,<=50k
25.0,private,60358.0,some-college,10.0,never-married,sales,own-child,white,male,40.0,united-states,<=50k
39.0,private,214117.0,some-college,10.0,divorced,craft-repair,unmarried,black,male,40.0,united-states,<=50k
41.0,self-emp-not-inc,38876.0,assoc-voc,11.0,married-civ-spouse,farming-fishing,husband,white,male,52.5,united-states,<=50k
27.0,local-gov,52156.0,some-college,10.0,married-civ-spouse,protective-serv,husband,white,male,52.5,united-states,<=50k
36.0,private,281021.0,hs-grad,9.0,never-married,transport-moving,not-in-family,white,male,45.0,united-states,<=50k
36.0,private,177907.0,bachelors,13.0,never-married,other-service,not-in-family,white,male,32.5,united-states,<=50k
22.0,private,244773.0,hs-grad,10.0,never-married,sales,own-child,black,female,32.5,united-states,<=50k
53.0,private,168107.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,>50k
35.0,private,30529.0,hs-grad,9.0,never-married,adm-clerical,not-in-family,white,male,40.0,united-states,<=50k
44.0,local-gov,101967.0,masters,14.0,married-civ-spouse,prof-specialty,wife,white,female,40.0,united-states,<=50k
55.0,private,100054.0,10th,6.0,never-married,other-service,not-in-family,white,male,40.0,united-states,<=50k
18.0,private,173125.0,12th,8.0,never-married,craft-repair,own-child,white,female,32.5,united-states,<=50k
35.0,private,273612.0,bachelors,13.0,never-married,exec-managerial,not-in-family,white,male,45.0,united-states,<=50k
45.0,self-emp-inc,204196.0,bachelors,13.0,divorced,exec-managerial,unmarried,white,male,50.0,united-states,>50k
21.0,private,249271.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,<=50k
30.0,local-gov,327825.0,hs-grad,9.0,divorced,protective-serv,own-child,white,female,32.5,united-states,<=50k
34.0,private,80058.0,prof-school,15.0,never-married,exec-managerial,own-child,white,male,50.0,united-states,<=50k
80.5,private,226968.0,7th-8th,4.5,married-civ-spouse,machine-op-inspct,husband,white,male,40.0,united-states,<=50k
61.0,local-gov,34632.0,bachelors,13.0,divorced,other-service,not-in-family,white,male,32.5,united-states,<=50k
21.0,private,252253.0,some-college,10.0,never-married,craft-repair,unmarried,black,female,40.0,united-states,<=50k
35.0,private,117381.0,bachelors,13.0,never-married,exec-managerial,not-in-family,white,male,45.0,united-states,>50k
42.0,private,179524.0,bachelors,13.0,separated,other-service,not-in-family,white,female,50.0,united-states,<=50k
21.0,local-gov,193130.0,some-college,10.0,never-married,adm-clerical,not-in-family,white,female,40.0,united-states,<=50k
60.0,private,245062.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,>50k
55.0,private,82098.0,hs-grad,9.0,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,52.5,united-states,<=50k
26.0,self-emp-not-inc,177858.0,bachelors,13.0,divorced,exec-managerial,not-in-family,white,male,38.0,united-states,<=50k
34.0,private,171159.0,some-college,10.0,divorced,adm-clerical,unmarried,white,female,32.5,united-states,<=50k
22.0,private,22966.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,32.5,united-states,<=50k
18.0,private,139003.0,hs-grad,9.0,never-married,craft-repair,other-relative,other,female,32.5,united-states,<=50k
29.0,private,178244.0,hs-grad,9.0,married-civ-spouse,machine-op-inspct,husband,white,male,40.0,united-states,<=50k
20.0,local-gov,312427.0,hs-grad,9.0,married-civ-spouse,protective-serv,husband,black,male,32.5,puerto-rico,<=50k
39.0,private,356838.0,hs-grad,9.0,never-married,farming-fishing,own-child,white,male,32.5,united-states,<=50k
22.0,private,216181.0,11th,7.0,never-married,craft-repair,own-child,white,male,45.0,united-states,<=50k
33.0,private,275632.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,40.0,united-states,<=50k
36.0,self-emp-not-inc,151094.0,assoc-voc,11.0,separated,exec-managerial,not-in-family,white,male,48.0,united-states,<=50k
42.0,private,341757.0,some-college,10.0,never-married,machine-op-inspct,not-in-family,white,female,40.0,united-states,<=50k
38.0,self-emp-inc,107909.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,40.0,united-states,>50k
17.0,private,416720.25,10th,6.0,never-married,other-service,own-child,white,male,32.5,united-states,<=50k
35.0,private,111387.0,9th,5.0,never-married,craft-repair,not-in-family,white,male,40.0,united-states,<=50k
42.0,private,242564.0,7th-8th,4.5,never-married,handlers-cleaners,not-in-family,black,male,40.0,united-states,<=50k
42.0,federal-gov,416720.25,some-college,10.0,married-civ-spouse,adm-clerical,husband,white,male,40.0,united-states,>50k
50.0,self-emp-not-inc,132716.0,prof-school,15.0,married-civ-spouse,exec-managerial,husband,white,male,50.0,united-states,>50k
19.0,private,84610.0,some-college,10.0,never-married,other-service,own-child,white,female,32.5,united-states,<=50k
31.0,private,416720.25,hs-grad,9.0,never-married,machine-op-inspct,not-in-family,black,male,40.0,united-states,<=50k
60.0,private,198170.0,some-college,10.0,married-civ-spouse,transport-moving,husband,white,male,40.0,united-states,>50k
45.0,private,128736.0,10th,6.0,divorced,sales,not-in-family,white,female,40.0,united-states,<=50k
64.0,private,43738.0,doctorate,16.0,widowed,prof-specialty,not-in-family,white,male,52.5,united-states,>50k
31.0,private,222654.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,<=50k
28.0,private,250135.0,some-college,10.0,divorced,exec-managerial,not-in-family,white,female,40.0,united-states,<=50k
38.0,private,185330.0,some-college,10.0,never-married,craft-repair,own-child,white,female,32.5,united-states,<=50k
35.0,private,117567.0,hs-grad,9.0,divorced,craft-repair,not-in-family,white,male,40.0,united-states,<=50k
25.0,self-emp-not-inc,37741.0,bachelors,13.0,married-civ-spouse,exec-managerial,wife,white,female,40.0,united-states,<=50k
41.0,self-emp-not-inc,147110.0,hs-grad,9.0,married-civ-spouse,machine-op-inspct,husband,white,male,32.5,united-states,<=50k
34.0,private,379798.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,>50k
41.0,state-gov,47902.0,bachelors,13.0,married-civ-spouse,adm-clerical,husband,white,male,50.0,united-states,>50k
46.0,local-gov,324561.0,masters,14.0,married-civ-spouse,prof-specialty,wife,white,female,45.0,united-states,>50k
41.0,private,78410.0,hs-grad,9.0,married-civ-spouse,craft-repair,wife,white,female,40.0,united-states,>50k
56.0,private,105363.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,<=50k
43.0,private,284403.0,assoc-acdm,12.0,married-civ-spouse,sales,husband,black,male,52.5,united-states,<=50k
63.0,private,113756.0,hs-grad,9.0,never-married,craft-repair,own-child,white,female,40.0,united-states,<=50k
32.0,private,273241.0,bachelors,13.0,married-civ-spouse,craft-repair,wife,white,female,40.0,united-states,>50k
33.0,private,121966.0,hs-grad,9.0,divorced,craft-repair,not-in-family,white,female,40.0,united-states,<=50k
17.0,private,342752.0,11th,7.0,never-married,other-service,own-child,white,male,32.5,united-states,<=50k
59.0,local-gov,223215.0,some-college,10.0,married-civ-spouse,protective-serv,husband,white,male,42.0,united-states,<=50k
24.0,local-gov,84257.0,bachelors,13.0,never-married,prof-specialty,not-in-family,white,male,50.0,united-states,<=50k
24.0,private,325744.0,hs-grad,9.0,never-married,craft-repair,not-in-family,white,male,40.0,united-states,<=50k
45.0,private,187969.0,assoc-voc,11.0,never-married,sales,not-in-family,white,female,38.0,united-states,<=50k
60.0,private,163729.0,hs-grad,9.0,divorced,tech-support,unmarried,white,female,40.0,united-states,<=50k
52.0,private,108914.0,hs-grad,9.0,married-civ-spouse,sales,husband,white,male,40.0,united-states,>50k
35.0,private,77146.0,assoc-voc,11.0,divorced,exec-managerial,not-in-family,white,male,45.0,united-states,<=50k
24.0,private,69045.0,some-college,10.0,never-married,sales,not-in-family,black,male,40.0,jamaica,<=50k
45.0,self-emp-inc,188330.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,52.5,united-states,<=50k
45.0,private,360393.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,50.0,united-states,>50k
44.0,private,408531.0,hs-grad,10.0,divorced,adm-clerical,unmarried,white,female,40.0,united-states,>50k
31.0,private,377374.0,some-college,10.0,divorced,adm-clerical,unmarried,black,female,40.0,japan,<=50k
36.0,private,30267.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,50.0,united-states,<=50k
50.0,private,137815.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,52.5,united-states,>50k
48.0,federal-gov,247043.0,hs-grad,9.0,divorced,adm-clerical,not-in-family,white,male,40.0,united-states,<=50k
76.0,local-gov,178665.0,9th,5.0,married-civ-spouse,other-service,husband,white,male,32.5,united-states,<=50k
56.0,state-gov,175057.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,<=50k
36.0,private,187983.0,hs-grad,9.0,never-married,craft-repair,unmarried,white,female,40.0,united-states,<=50k
71.0,private,182395.0,bachelors,13.0,never-married,craft-repair,not-in-family,white,male,45.0,united-states,>50k
41.0,private,118619.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,black,male,50.0,united-states,<=50k
27.0,private,194652.0,hs-grad,9.0,never-married,craft-repair,own-child,black,male,40.0,united-states,<=50k
24.0,private,416720.25,some-college,10.0,never-married,craft-repair,unmarried,black,female,35.0,united-states,<=50k
34.0,private,98656.0,some-college,10.0,never-married,craft-repair,not-in-family,white,female,40.0,united-states,<=50k
34.0,private,173495.0,hs-grad,9.0,divorced,transport-moving,not-in-family,white,male,40.0,united-states,<=50k
34.0,private,110476.0,hs-grad,9.0,married-civ-spouse,adm-clerical,husband,white,male,40.0,united-states,<=50k
50.0,private,102346.0,bachelors,10.0,married-civ-spouse,exec-managerial,wife,white,female,32.5,united-states,>50k
69.0,private,117525.0,assoc-acdm,12.0,divorced,craft-repair,unmarried,white,female,32.5,united-states,<=50k
51.0,federal-gov,174102.0,hs-grad,9.0,married-civ-spouse,adm-clerical,husband,white,male,40.0,united-states,>50k
41.0,private,96635.0,hs-grad,9.0,never-married,exec-managerial,not-in-family,asian-pac-islander,male,52.5,united-states,<=50k
47.0,self-emp-inc,139268.0,prof-school,15.0,married-civ-spouse,prof-specialty,husband,white,male,52.5,united-states,>50k
50.0,self-emp-not-inc,240922.0,assoc-acdm,12.0,never-married,sales,not-in-family,white,female,32.5,united-states,<=50k
41.0,local-gov,185057.0,hs-grad,9.0,divorced,exec-managerial,unmarried,white,female,40.0,united-states,<=50k
44.0,private,367749.0,1st-4th,4.5,never-married,machine-op-inspct,not-in-family,white,female,40.0,el-salvador,<=50k
56.0,private,201822.0,7th-8th,4.5,married-civ-spouse,handlers-cleaners,husband,white,male,40.0,united-states,<=50k
32.0,self-emp-not-inc,410615.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,52.5,united-states,>50k
69.0,private,108196.0,9th,5.0,never-married,craft-repair,other-relative,white,male,40.0,united-states,<=50k
31.0,local-gov,58624.0,hs-grad,9.0,never-married,transport-moving,own-child,white,male,40.0,united-states,<=50k
80.5,private,135044.0,hs-grad,9.0,divorced,machine-op-inspct,not-in-family,white,female,40.0,united-states,<=50k
51.0,local-gov,416720.25,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,45.0,united-states,<=50k
31.0,private,37546.0,bachelors,13.0,married-civ-spouse,exec-managerial,wife,white,female,35.0,united-states,>50k
50.0,self-emp-not-inc,197054.0,prof-school,15.0,divorced,sales,not-in-family,white,male,50.0,united-states,>50k
32.0,private,235847.0,some-college,10.0,never-married,craft-repair,other-relative,white,female,50.0,united-states,<=50k
49.0,private,113913.0,hs-grad,9.0,married-civ-spouse,craft-repair,wife,white,female,52.5,united-states,<=50k
19.0,private,148644.0,hs-grad,9.0,never-married,adm-clerical,own-child,white,female,40.0,united-states,<=50k
35.0,self-emp-not-inc,241469.0,9th,5.0,married-civ-spouse,craft-repair,husband,white,male,32.5,united-states,<=50k
46.0,private,214955.0,5th-6th,4.5,divorced,craft-repair,not-in-family,white,female,45.0,united-states,<=50k
28.0,private,314649.0,some-college,10.0,married-civ-spouse,sales,husband,amer-indian-eskimo,male,52.5,united-states,<=50k
26.0,private,282142.0,assoc-voc,10.0,married-civ-spouse,exec-managerial,wife,white,female,40.0,united-states,<=50k
41.0,private,204415.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,48.0,united-states,>50k
25.0,private,196627.0,11th,7.0,never-married,craft-repair,own-child,white,male,40.0,united-states,<=50k
26.0,private,111243.0,hs-grad,9.0,never-married,adm-clerical,unmarried,white,female,35.0,united-states,<=50k
17.0,private,225507.0,11th,7.0,never-married,handlers-cleaners,not-in-family,black,female,32.5,united-states,<=50k
69.0,private,228921.0,bachelors,13.0,widowed,prof-specialty,not-in-family,white,male,40.0,united-states,>50k
19.0,private,248339.0,hs-grad,9.0,never-married,craft-repair,own-child,white,male,35.0,united-states,<=50k
46.0,private,235646.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,>50k
38.0,private,222450.0,some-college,10.0,separated,exec-managerial,unmarried,white,male,40.0,united-states,<=50k
25.0,private,101684.0,10th,6.0,married-civ-spouse,transport-moving,husband,white,male,40.0,united-states,<=50k
46.0,state-gov,273771.0,hs-grad,9.0,married-civ-spouse,tech-support,husband,white,male,40.0,united-states,<=50k
25.0,private,195201.0,hs-grad,9.0,married-civ-spouse,sales,husband,other,male,50.0,united-states,<=50k
20.0,private,47791.0,12th,8.0,divorced,other-service,not-in-family,white,female,32.5,united-states,<=50k
40.0,private,209547.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,52.5,united-states,>50k
64.0,private,187656.0,1st-4th,4.5,divorced,craft-repair,not-in-family,white,male,40.0,united-states,<=50k
24.0,private,99970.0,bachelors,13.0,never-married,tech-support,own-child,white,male,40.0,united-states,<=50k
49.0,private,218676.0,some-college,10.0,married-civ-spouse,machine-op-inspct,husband,white,male,43.0,united-states,<=50k
29.0,self-emp-inc,241431.0,doctorate,16.0,married-civ-spouse,prof-specialty,husband,white,male,35.0,united-states,>50k
26.0,private,201481.0,bachelors,13.0,never-married,craft-repair,not-in-family,white,female,40.0,united-states,<=50k
47.0,self-emp-not-inc,165468.0,hs-grad,9.0,married-civ-spouse,machine-op-inspct,husband,white,male,40.0,united-states,>50k
20.0,private,293726.0,some-college,10.0,never-married,craft-repair,not-in-family,white,male,40.0,united-states,<=50k
35.0,private,227571.0,7th-8th,4.5,married-civ-spouse,handlers-cleaners,husband,white,male,40.0,mexico,<=50k
76.0,private,28221.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,40.0,canada,>50k
48.0,self-emp-not-inc,51620.0,bachelors,13.0,separated,craft-repair,not-in-family,white,male,50.0,united-states,<=50k
80.5,private,228960.0,assoc-acdm,10.0,never-married,craft-repair,own-child,white,female,40.0,united-states,<=50k
27.0,local-gov,236472.0,bachelors,10.0,divorced,prof-specialty,other-relative,white,female,40.0,united-states,<=50k
39.0,private,278403.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,52.5,united-states,<=50k
32.0,private,211743.0,bachelors,13.0,never-married,sales,not-in-family,white,male,45.0,united-states,<=50k
32.0,private,113364.0,bachelors,13.0,never-married,transport-moving,not-in-family,white,male,40.0,united-states,<=50k
52.0,self-emp-not-inc,174752.0,hs-grad,9.0,divorced,craft-repair,not-in-family,white,male,40.0,united-states,<=50k
30.0,private,155343.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,<=50k
80.5,private,132870.0,hs-grad,9.0,widowed,craft-repair,not-in-family,white,female,32.5,united-states,<=50k
44.0,private,112797.0,9th,5.0,divorced,other-service,own-child,white,female,50.0,united-states,<=50k
41.0,private,233130.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,>50k
35.0,private,237943.0,hs-grad,9.0,married-civ-spouse,handlers-cleaners,husband,white,male,52.5,united-states,<=50k
45.0,self-emp-not-inc,416720.25,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,40.0,united-states,>50k
65.0,private,178934.0,hs-grad,9.0,widowed,other-service,unmarried,black,female,32.5,jamaica,<=50k
53.0,federal-gov,290290.0,some-college,10.0,divorced,adm-clerical,not-in-family,white,male,45.0,united-states,<=50k
30.0,private,158200.0,prof-school,15.0,never-married,craft-repair,own-child,asian-pac-islander,female,40.0,united-states,<=50k
44.0,private,182370.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,<=50k
42.0,self-emp-not-inc,207392.0,hs-grad,9.0,married-civ-spouse,sales,husband,white,male,32.5,united-states,<=50k
72.0,private,74141.0,9th,5.0,married-civ-spouse,exec-managerial,wife,asian-pac-islander,female,48.0,united-states,>50k
40.0,state-gov,31627.0,bachelors,13.0,married-civ-spouse,exec-managerial,wife,white,female,32.5,united-states,<=50k
27.0,private,69132.0,bachelors,13.0,never-married,tech-support,not-in-family,white,male,37.0,united-states,<=50k
51.0,self-emp-not-inc,205100.0,hs-grad,9.0,married-civ-spouse,exec-managerial,wife,white,female,40.0,united-states,<=50k
28.0,private,192932.0,bachelors,13.0,never-married,prof-specialty,not-in-family,white,female,40.0,united-states,<=50k
51.0,self-emp-not-inc,25932.0,hs-grad,9.0,married-civ-spouse,farming-fishing,husband,white,male,52.5,united-states,<=50k
30.0,local-gov,115040.0,hs-grad,9.0,married-civ-spouse,handlers-cleaners,other-relative,white,male,32.5,united-states,<=50k
43.0,private,238287.0,10th,6.0,never-married,machine-op-inspct,not-in-family,black,male,40.0,united-states,<=50k
56.0,private,169133.0,hs-grad,9.0,married-civ-spouse,other-service,husband,white,male,50.0,other-merged,<=50k
37.0,private,163392.0,hs-grad,9.0,never-married,transport-moving,other-relative,asian-pac-islander,male,40.0,united-states,<=50k
18.0,private,170627.0,11th,7.0,never-married,other-service,own-child,white,female,32.5,united-states,<=50k
80.5,private,114447.0,assoc-voc,11.0,widowed,prof-specialty,not-in-family,white,female,35.0,united-states,<=50k
31.0,self-emp-not-inc,369648.0,assoc-acdm,12.0,married-civ-spouse,craft-repair,not-in-family,white,male,50.0,united-states,>50k
28.0,private,31935.0,some-college,10.0,divorced,craft-repair,not-in-family,white,female,40.0,united-states,<=50k
22.0,local-gov,238831.0,some-college,10.0,never-married,protective-serv,own-child,white,male,40.0,united-states,<=50k
52.0,state-gov,334273.0,assoc-acdm,12.0,married-civ-spouse,sales,husband,white,male,40.0,united-states,>50k
76.0,private,199949.0,bachelors,13.0,married-civ-spouse,adm-clerical,husband,white,male,50.0,united-states,>50k
39.0,local-gov,180686.0,masters,14.0,married-civ-spouse,prof-specialty,husband,white,male,45.0,united-states,>50k
45.0,private,172822.0,hs-grad,9.0,married-civ-spouse,machine-op-inspct,husband,white,male,52.0,united-states,>50k
33.0,private,415706.0,5th-6th,4.5,separated,other-service,unmarried,white,female,40.0,mexico,<=50k
